_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
1,2023,1010,1111,100000,91002,Retribuciones básicas de Altos Cargos,"2.735.420,00","163.573,56","2.898.993,56","2.898.993,56","2.898.993,56","1.462.634,44"
2,2023,1010,1111,100001,91002,Otras remuneraciones de Altos Cargos,"367.629,36","22.003,49","389.632,85","389.632,85","389.632,85","196.586,94"
3,2023,1010,1111,100005,91002,Trienios,"65.632,78","3.966,80","69.599,58","69.599,58","69.599,58","35.125,33"
4,2023,1010,1111,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"92.749,92","5.551,36","98.301,28","98.301,28","98.301,28","49.597,34"
5,2023,1010,1111,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"89.288,88","5.344,20","94.633,08","94.633,08","94.633,08","47.746,57"
6,2023,1010,1111,110005,91002,Trienios de Pers. Eventual de Gabinete,"9.112,32","522,7","9.635,02","9.635,02","9.635,02","4.855,83"
7,2023,1010,1111,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"31.858,52","1.903,04","33.761,56","33.761,56","33.761,56","17.033,29"
8,2023,1010,1111,120000,91002,Sueldos de Personal Funcionario,"1.733.255,40","103.537,35","1.836.792,75","1.836.792,75","1.836.792,75","926.694,27"
9,2023,1010,1111,120005,91002,Trienios de Personal Funcionario,"746.229,48","45.135,84","791.365,32","791.365,32","791.365,32","399.392,26"
10,2023,1010,1111,120006,91002,Pagas extraordinarias de Personal Funcionario,"675.627,56","40.489,27","716.116,83","716.116,83","716.116,83","361.324,85"
11,2023,1010,1111,121000,91002,Complemento de destino de Personal Funcionario,"834.567,48","49.763,26","884.330,74","884.330,74","884.330,74","446.138,71"
12,2023,1010,1111,121001,91002,Complemento específico de Personal Funcionario,"961.788,36","58.037,23","1.019.825,59","1.019.825,59","1.019.825,59","514.660,46"
