_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
1,2021,1010,1111,100000,91002,Retribuciones básicas de Altos Cargos,"2.676.878,40",,"2.676.878,40","2.676.878,40","2.676.878,40","2.676.878,40"
2,2021,1010,1111,100001,91002,Otras remuneraciones de Altos Cargos,"354.112,22",,"354.112,22","354.112,22","354.112,22","354.112,22"
3,2021,1010,1111,100005,91002,Trienios,"60.835,80",,"60.835,80","60.835,80","60.835,80","60.835,80"
4,2021,1010,1111,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"90.120,00",,"90.120,00","90.120,00","90.120,00","90.120,00"
5,2021,1010,1111,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"86.756,88",,"86.756,88","86.756,88","86.756,88","86.756,88"
6,2021,1010,1111,110005,91002,Trienios de Pers. Eventual de Gabinete,"8.114,04",,"8.114,04","8.114,04","8.114,04","8.114,04"
7,2021,1010,1111,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"30.831,82",,"30.831,82","30.831,82","30.831,82","30.831,82"
8,2021,1010,1111,120000,91002,Sueldos de Personal Funcionario,"1.667.102,76",,"1.667.102,76","1.667.102,76","1.667.102,76","1.667.102,76"
9,2021,1010,1111,120005,91002,Trienios de Personal Funcionario,"726.086,16",,"726.086,16","726.086,16","726.086,16","726.086,16"
10,2021,1010,1111,120006,91002,Pagas extraordinarias de Personal Funcionario,"649.984,66",,"649.984,66","649.984,66","649.984,66","649.984,66"
11,2021,1010,1111,121000,91002,Complemento de destino de Personal Funcionario,"799.418,28",,"799.418,28","799.418,28","799.418,28","799.418,28"
12,2021,1010,1111,121001,91002,Complemento específico de Personal Funcionario,"939.730,29",,"939.730,29","939.730,29","939.730,29","939.730,29"
13,2021,1010,1111,122002,91002,Otras retribuciones en especie,"110.598,60",,"110.598,60","110.598,60","110.598,60","110.598,60"
14,2021,1010,1111,130000,91002,Salario base de Personal Laboral Fijo,"119.610,72",,"119.610,72","119.610,72","119.610,72","119.610,72"
15,2021,1010,1111,130001,91002,Antigüedad de Personal Laboral Fijo,"33.669,72",,"33.669,72","33.669,72","33.669,72","33.669,72"
16,2021,1010,1111,130002,91002,Pagas extraordinarias de Personal Laboral Fijo,"39.515,88",,"39.515,88","39.515,88","39.515,88","39.515,88"
17,2021,1010,1111,130003,91002,Otras remuneraciones de Personal Laboral Fijo,"100.189,56",,"100.189,56","100.189,56","100.189,56","100.189,56"
18,2021,1010,1111,131000,91002,Salario base de Personal Laboral Eventual,"14.369,40",,"14.369,40","14.369,40","14.369,40","14.369,40"
19,2021,1010,1111,131001,91002,Otras remuneraciones de Personal Laboral Eventual,"19.769,46",,"19.769,46","19.769,46","19.769,46","19.769,46"
20,2021,1010,1111,150000,91002,Productividad fija de Funcionarios,"7.995,91",,"7.995,91","7.995,91","7.995,91","7.995,91"
21,2021,1010,1111,151000,91002,Gratificaciones de Personal Funcionario,"24.871,27",,"24.871,27","24.871,27","24.871,27","24.871,27"
22,2021,1010,1111,151001,91002,Gratificaciones de Personal no Funcionario,"993,23",,"993,23","993,23","993,23","993,23"
23,2021,1010,1111,160000,91002,Seguridad social,"1.960.507,70",,"1.960.507,70","1.960.507,70","1.960.507,70","1.960.507,70"
24,2021,1010,1111,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"5.000,00",,"5.000,00","5.000,00","5.000,00","5.000,00"
25,2021,1010,1111,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,"13.000,00",,"13.000,00","13.000,00","13.000,00","13.000,00"
26,2021,1010,1111,162000,91002,Formación y perfeccionamiento de Personal Laboral,500,,500,500,500,500
27,2021,1010,1111,162009,91002,Otros gastos sociales de Personal Laboral,500,,500,500,500,500
28,2021,1010,1111,165000,91002,Fondo de Acción Social,"109.655,06",,"109.655,06","109.655,06","109.655,06","109.655,06"
29,2021,1010,1111,170000,91002,Fondo de Incremento Normativo,,"68.030,02","68.030,02","68.030,02","68.030,02","68.030,02"
30,2021,1010,1111,203000,91002,"Arrendamientos maquinaria, instalación y utillaje","1.000,00",,"1.000,00","1.000,00","1.000,00","1.000,00"
31,2021,1010,1111,204000,91002,Arrendamientos de material de transporte,"18.150,00",,"18.150,00","18.150,00","18.150,00","18.150,00"
32,2021,1010,1111,206000,91002,Arrendamientos de equipos procesos de información,"211.732,68",,"211.732,68","211.732,68","211.732,68","211.732,68"
33,2021,1010,1111,212000,91002,Rep. y conservación edificios y otras construcc.,"75.000,00",,"75.000,00","75.000,00","75.000,00","75.000,00"
34,2021,1010,1111,213000,91002,"Rep. y conserv. maquinaria,instalaciones,utillaje","105.000,00",,"105.000,00","105.000,00","105.000,00","105.000,00"
35,2021,1010,1111,214000,91002,Reparación y conservación material de transporte,"10.000,00",,"10.000,00","10.000,00","10.000,00","10.000,00"
36,2021,1010,1111,215000,91002,Reparación y conservación de mobiliario y enseres,"8.000,00",,"8.000,00","8.000,00","8.000,00","8.000,00"
37,2021,1010,1111,216000,91002,Rep. y conserv. equipos procesos de información,"105.734,67",,"105.734,67","105.734,67","105.734,67","105.734,67"
38,2021,1010,1111,220000,91002,Ordinario no inventariable,"20.000,00",,"20.000,00","20.000,00","20.000,00","20.000,00"
39,2021,1010,1111,220001,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","5.000,00","5.000,00","5.000,00"
40,2021,1010,1111,220002,91002,"Prensa, revistas y publicaciones periódicas","115.310,00",,"115.310,00","115.310,00","115.310,00","115.310,00"
