_id,EJERCICIO,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
1,2016,G,1,,,,Gastos de Personal,Gastos de Personal
2,2016,G,2,,,,Gtos.Bienes Corr. y Serv.,Gastos en Bienes Corrientes y Servicios
3,2016,G,3,,,,Gastos Financieros,Gastos Financieros
4,2016,G,4,,,,Transferencias Corrientes,Transferencias Corrientes
5,2016,G,5,,,,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
6,2016,G,6,,,,Inversiones Reales,Inversiones Reales
7,2016,G,7,,,,Transferencias de Capital,Transferencias de Capital
8,2016,G,8,,,,Activos Financieros,Activos Financieros
9,2016,G,9,,,,Pasivos Financieros,Pasivos Financieros
10,2016,G,1,10,,,Altos Cargos,Altos Cargos
11,2016,G,1,11,,,Person. Eventual Gabinete,Personal Eventual de Gabinete
12,2016,G,1,12,,,Funcionarios,Funcionarios
13,2016,G,1,13,,,Laborales,Laborales
14,2016,G,1,14,,,Otro personal,Otro personal
15,2016,G,1,15,,,Incentivos al rendimiento,Incentivos al rendimiento
16,2016,G,1,16,,,Cuotas sociales empleador,"Cuotas, prest. y gtos soc. a cargo del empleador"
17,2016,G,1,17,,,Gtos personal distribuir,Gastos de personal a distribuir
18,2016,G,1,18,,,Pers. Instit. Sanitarias,Personal de Instituciones Sanitarias
19,2016,G,2,20,,,Arrendamientos,Arrendamientos
20,2016,G,2,21,,,Reparación y conservación,Reparación y conservación
21,2016,G,2,22,,,"Material, suminis.y otros","Material, suministros y otros"
22,2016,G,2,23,,,Indemnizac. por servicio y gastos de viaje,Indemniz por razón del servicio y gastos de viaje
23,2016,G,2,24,,,Servicios nuevos,Servicios nuevos
24,2016,G,2,25,,,Otr gtos b.corrient y ser,Otros gastos en bienes corrientes y servicios
25,2016,G,2,26,,,Serv.Asist. medios ajenos,Servicios asistenciales con medios ajenos
26,2016,G,3,30,,,De deuda interior,De deuda interior
27,2016,G,3,31,,,De préstamos del interior,De préstamos del interior
28,2016,G,3,32,,,De préstamos del exterior,De préstamos del exterior
29,2016,G,3,35,,,"Depósitos,fianzas,avales","De depósitos, fianzas y avales"
30,2016,G,3,39,,,Otro préstamos y anticip.,Otros préstamos y anticipos
31,2016,G,4,40,,,A la Admón del Estado,A la Administración del Estado
32,2016,G,4,41,,,A Organismos Autónomos,A Organismos Autónomos
33,2016,G,4,42,,,A la Seguridad Social,A la Seguridad Social
34,2016,G,4,44,,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
35,2016,G,4,45,,,A Comunidades Autónomas,A Comunidades Autónomas
36,2016,G,4,46,,,A Corporaciones Locales,A Corporaciones Locales
37,2016,G,4,47,,,A Empresas Privadas,A Empresas Privadas
38,2016,G,4,48,,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
39,2016,G,4,49,,,Al Exterior,Al Exterior
40,2016,G,5,50,,,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
41,2016,G,6,60,,,Inversiones Reales,Inversiones Reales
42,2016,G,6,61,,,Intereses de demora de inversiones,Intereses de demora de inversiones
43,2016,G,7,70,,,A la Admón del Estado,A la Administración del Estado
44,2016,G,7,71,,,A Organismos Autónomos,A Organismos Autónomos
45,2016,G,7,72,,,A la Seguridad Social,A la Seguridad Social
46,2016,G,7,74,,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
47,2016,G,7,75,,,A Comunidades Autónomas,A Comunidades Autónomas
48,2016,G,7,76,,,A Corporaciones Locales,A Corporaciones Locales
49,2016,G,7,77,,,A Empresas Privadas,A Empresas Privadas
50,2016,G,7,78,,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
51,2016,G,7,79,,,Al Exterior,Al Exterior
52,2016,G,8,80,,,Conc. prést. y anticipos,Concesión de préstamos y anticipos
53,2016,G,8,81,,,Adquis. accion. Sect.Públ,Adquis.acciones y participaciones del Stor Público
54,2016,G,8,82,,,Adquis. accion. Sect.Priv,Adq. acciones y participaciones del Sector Privado
55,2016,G,8,85,,,Const.Fianzas y depósitos,Constitución de fianzas y depósitos
56,2016,G,8,87,,,Aport. Patrimoniales,Aportaciones Patrimoniales
57,2016,G,9,90,,,Amortiz. Deuda Pública,Amortización de Deuda Pública
58,2016,G,9,91,,,Amortización préstamos,Amortización de Préstamos
59,2016,G,1,10,100,,Básicas y otras Alt.Cargo,Retr. básicas y otras de Altos Cargos
60,2016,G,1,11,110,,Básicas y otras P.Ev.Gab.,Retr. básicas y otras de Person. Eventual Gabinete
61,2016,G,1,12,120,,Ret. básicas Funcionarios,Retribuciones básicas de Personal Funcionario
62,2016,G,1,12,121,,Retr. compl. Funcionarios,Retrib. complementarias de Personal Funcionario
63,2016,G,1,12,122,,Retr.especie Funcionario,Retribuciones en especie de Personal Funcionario
64,2016,G,1,12,123,,Retr. Bás. P Func Docente,Retr. Básicas Personal Funcionario Docente
65,2016,G,1,12,124,,Retr. Com. P Func Docente,Retr. Complementarias Personal Funcionario Docente
66,2016,G,1,12,125,,RB F Nal. Justicia,Retribuciones Básicas Funcionarios Nal. Justicia
67,2016,G,1,12,126,,RC F Nal. Justicia,Retribuciones Complem. Funcionarios Nal. Justicia
68,2016,G,1,13,130,,Laboral fijo,Laboral fijo
69,2016,G,1,13,131,,Laboral Eventual,Laboral Eventual
70,2016,G,1,14,140,,Otro personal,Otro personal
71,2016,G,1,15,150,,Productividad,Productividad
72,2016,G,1,15,151,,Gratificaciones,Gratificaciones
73,2016,G,1,16,160,,Cuotas Sociales,Cuotas Sociales
74,2016,G,1,16,161,,Gtos.Soc.Func. y no labor,Gastos Sociales de Funcionarios y pers. no Laboral
75,2016,G,1,16,162,,Gtos. sociales Laborales,Gastos sociales de Personal Laboral
76,2016,G,1,16,165,,Fondo de Acción Social,Fondo de Acción Social
77,2016,G,1,17,170,,Fondo Incremento Norm.,Fondo de Incremento Normativo
78,2016,G,1,17,171,,Fondos Adicionales,Fondos Adicionales
79,2016,G,1,17,172,,Otros Fondos Adicionales,Otros Fondos Adicionales
80,2016,G,1,18,180,,"Ret.Func,APD,est,no labor","Retr. personal. func.,APD,estatutario y no laboral"
81,2016,G,1,18,182,,Retr otro Est. Temp.,Retribuciones de otro pers. estatutario temporal
82,2016,G,1,18,183,,Labor fijo de Inst.Sanit.,Personal laboral fijo de Instituciones Sanitarias
83,2016,G,1,18,184,,Personal laboral eventual,Personal laboral eventual
84,2016,G,1,18,185,,Inc.Rendim. Per Ins.Sanit,Inc. al rendimiento personal Instit. Sanitarias
85,2016,G,1,18,186,,"Cuotas,prest. y gtos soc.","Cuotas,prest. y gtos soc. de Pers Inst. Sanitar."
86,2016,G,1,18,187,,Personal en Formación,Personal en Formación
87,2016,G,2,20,200,,Arrend. Terr y  B. natur.,Arrendamientos de terrenos y bienes naturales
88,2016,G,2,20,202,,Arrend. Edific. y constr,Arrendamientos de edificios y otras construcciones
89,2016,G,2,20,203,,"Arrend. Maq,inst,utillaje","Arrendamientos maquinaria, instalación y utillaje"
90,2016,G,2,20,204,,Arrend. Material transp.,Arrendamientos de material de transporte
91,2016,G,2,20,205,,"Arrend. Mobil.,enseres",Arrendamientos de mobiliario y enseres
92,2016,G,2,20,206,,Arrend. Equip proc inform,Arrendamientos de equipos procesos de información
93,2016,G,2,20,209,,Arrend. otro inmov. mat.,Arrendamientos de otro inmovilizado material
94,2016,G,2,21,210,,Rep.Const.Terr y B.natur.,Rep. y conservación de terrenos y bienes naturales
95,2016,G,2,21,212,,Rep.Const. Edif. y constr,Rep. y conservación edificios y otras construcc.
96,2016,G,2,21,213,,"Rep.Const. Maq,inst,utill","Rep. y conserv. maquinaria,instalaciones,utillaje"
97,2016,G,2,21,214,,Rep.Const. Mat. transport,Reparación y conservación material de transporte
98,2016,G,2,21,215,,"Rep.Const. Mobil.,enseres",Reparación y conservación de mobiliario y enseres
99,2016,G,2,21,216,,Rep.Const. Equip informac,Rep. y conserv. equipos procesos de información
100,2016,G,2,21,219,,Rep.Const. otr inm. mat.,Rep. y conservación de otro inmovilizado material
101,2016,G,2,22,220,,Material de oficina,Material de oficina
102,2016,G,2,22,221,,Suministros,Suministros
103,2016,G,2,22,222,,Comunicaciones,Comunicaciones
104,2016,G,2,22,223,,Transporte,Transporte
105,2016,G,2,22,224,,Primas de seguros,Primas de seguros
106,2016,G,2,22,225,,Tributos,Tributos
107,2016,G,2,22,226,,Gastos diversos,Gastos diversos
108,2016,G,2,22,227,,Trabajos otras empresas,Trabajos realizados por otras empresas
109,2016,G,2,22,229,,Gtos. Ctros doc. no univ.,Gastos en centros docentes no universitarios
110,2016,G,2,23,230,,Dietas,Dietas
111,2016,G,2,23,231,,Locomoción,Locomoción
112,2016,G,2,23,232,,Traslado,Traslado
113,2016,G,2,23,233,,Gastos a través de agencias de viajes,Gastos a través de agencias de viaje
114,2016,G,2,23,239,,Otras indemnizaciones,Otras indemnizaciones
115,2016,G,2,24,240,,Arrend. servicios nuevos,Arrendamientos para servicios nuevos
116,2016,G,2,24,241,,Rep. conserv serv. nuevos,Reparación y conservación para servicios nuevos
117,2016,G,2,24,242,,"Mater,sumin. serv. nuevos","Material,suministros y otros para servicios nuevos"
118,2016,G,2,24,243,,"Dietas,locom. serv.nuevos",Dietas y locomociones para servicios nuevos
119,2016,G,2,24,244,,Ac.concertada serv.nuevos,Acción concertada en servicios nuevos
120,2016,G,2,24,249,,Otros gastos serv. nuevos,Otros gastos en servicios nuevos
121,2016,G,2,25,250,,Gastos pruebas selectivas,Gastos en pruebas selectivas
122,2016,G,2,25,251,,Realización de cursos,Gastos de realización de cursos
123,2016,G,2,26,261,,Concier. Asist. Sanitaria,Conciertos para Asistencia Sanitaria
124,2016,G,2,26,262,,Otros Serv. As. Sanitaria,Otros Servicios de Asistencia Sanitaria
125,2016,G,2,26,263,,Acc.concertada S.Sociales,Acción concertada en Servicios Sociales
126,2016,G,3,30,300,,Intereses títulos Deuda,Intereses de títulos de la Deuda
127,2016,G,3,30,301,,"Gtos em,mod,cancel. Deuda","Gastos de emisión, modificación y cancelación"
128,2016,G,3,30,303,,Rendimientos implícitos,Rendimientos implícitos
129,2016,G,3,31,310,,Inter. préstamos interior,Intereses de Préstamos del interior
130,2016,G,3,31,311,,"Gto form,mod,canc. pr.int","Gastos de formalización,modificación y cancelación"
131,2016,G,3,31,312,,Inter.gtos oper.derivados,Intereses y otros de operaciones con derivados
132,2016,G,3,32,320,,Inter. préstamos exterior,Intereses de préstamos del exterior
133,2016,G,3,32,321,,"Gto form,mod,canc. pr.ext","Gastos de formalización,modificación y cancelación"
134,2016,G,3,35,350,,Intereses de depósitos,Intereses de depósitos
135,2016,G,3,35,351,,Intereses de fianzas,Intereses de fianzas
136,2016,G,3,35,352,,Intereses de demora,Intereses de demora
137,2016,G,3,35,353,,Gastos de avales,Gastos de avales
138,2016,G,3,35,359,,"Otros gtos dep,fianz,aval","Otros gastos de depósitos, fianzas y avales"
139,2016,G,3,39,390,,"Inter.otros prést,anticip",Intereses de otros préstamos y anticipos
140,2016,G,3,39,391,,"Gts.otros prést.,anticip.",Gastos de otros préstamos y anticipos
141,2016,G,3,39,392,,Int. y otros op. der.fin.,Intereses y otros oper. con derivados financieros
142,2016,G,4,40,400,,A la Admón General Estado,A la Administración General del Estado
143,2016,G,4,40,405,,A otros Entes de A.G.E.,A otros entes de la Administración General Estado
144,2016,G,4,41,410,,A Organismos Autónomos,A Organismos Autónomos
145,2016,G,4,42,420,,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
146,2016,G,4,42,421,,A otros Entes de la S.S.,A otros entes de la Seguridad Social
147,2016,G,4,44,440,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
148,2016,G,4,45,450,,A Comunidades Autónomas,A Comunidades Autónomas
149,2016,G,4,46,460,,A Corporaciones Locales,A Corporaciones Locales
150,2016,G,4,47,470,,A Empresas Privadas,A Empresas Privadas
151,2016,G,4,48,480,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
152,2016,G,4,49,490,,Al Exterior,Al Exterior
153,2016,G,5,50,500,,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
154,2016,G,6,60,600,,Terrenos y bien. natural,Terrenos y bienes naturales
155,2016,G,6,60,602,,Edific. y construcciones,Edificios y otras construcciones
156,2016,G,6,60,603,,Maq. instalac. y utillaje,"Maquinaria, instalación y utillaje"
157,2016,G,6,60,604,,Material de transporte,Material de transporte
158,2016,G,6,60,605,,Mobiliario y enseres,Mobiliario y enseres
159,2016,G,6,60,606,,Equipos procesos inform.,Equipos para procesos de información
160,2016,G,6,60,607,,Bien. destin. uso general,Bienes destinados para uso general
161,2016,G,6,60,608,,Otro inmoviliz. material,Otro inmovilizado material
