_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
1,2018,01010,1111,100000,91002,Retribuciones básicas de Altos Cargos,"2.642.145,66",,"2.642.145,66","2.642.145,66","2.642.145,66","2.642.145,66"
2,2018,01010,1111,100001,91002,Otras remuneraciones de Altos Cargos,"304.901,66",,"304.901,66","304.901,66","304.901,66","304.901,66"
3,2018,01010,1111,100005,91002,Trienios,"70.800,92",,"70.800,92","70.800,92","70.800,92","70.800,92"
4,2018,01010,1111,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"85.807,80",,"85.807,80","85.807,80","85.807,80","85.807,80"
5,2018,01010,1111,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"56.618,76",,"56.618,76","56.618,76","56.618,76","56.618,76"
6,2018,01010,1111,110005,91002,Trienios de Pers. Eventual de Gabinete,"10.469,04",,"10.469,04","10.469,04","10.469,04","10.469,04"
7,2018,01010,1111,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"25.482,60",,"25.482,60","25.482,60","25.482,60","25.482,60"
8,2018,01010,1111,120000,91002,Sueldos de Personal Funcionario,"1.548.272,40",,"1.548.272,40","1.548.272,40","1.548.272,40","1.548.272,40"
9,2018,01010,1111,120005,91002,Trienios de Personal Funcionario,"608.148,00",,"608.148,00","608.148,00","608.148,00","608.148,00"
10,2018,01010,1111,120006,91002,Pagas extraordinarias de Personal Funcionario,"578.737,78",,"578.737,78","578.737,78","578.737,78","578.737,78"
11,2018,01010,1111,121000,91002,Complemento de destino de Personal Funcionario,"700.479,72",,"700.479,72","700.479,72","700.479,72","700.479,72"
12,2018,01010,1111,121001,91002,Complemento específico de Personal Funcionario,"615.526,56",,"615.526,56","615.526,56","615.526,56","615.526,56"
13,2018,01010,1111,121009,91002,Otras retribuciones complementarias Funcionarios,"1.480,56",,"1.480,56","1.480,56","1.480,56","1.480,56"
14,2018,01010,1111,122002,91002,Otras retribuciones en especie,"90.000,00",,"90.000,00","90.000,00","90.000,00","90.000,00"
15,2018,01010,1111,130000,91002,Salario base de Personal Laboral Fijo,"98.002,80",,"98.002,80","98.002,80","98.002,80","98.002,80"
16,2018,01010,1111,130001,91002,Antigüedad de Personal Laboral Fijo,"24.245,28",,"24.245,28","24.245,28","24.245,28","24.245,28"
