_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
1,2022,1010,1111,100000,91002,Retribuciones básicas de Altos Cargos,"2676878,4","93690,75","2770569,15","2730415,97","2730415,97","2043350,52"
2,2022,1010,1111,100001,91002,Otras remuneraciones de Altos Cargos,"360414,32","12614,5","373028,82","367622,61","367622,61","275116,26"
3,2022,1010,1111,100005,91002,Trienios,"65609,7","2296,34","67906,04","66921,89","66921,89","50082,07"
4,2022,1010,1111,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"90931,2","3182,59","94113,79","92749,82","92749,82","69410,82"
5,2022,1010,1111,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"87537,84","3063,83","90601,67","89288,6","89288,6","66820,56"
6,2022,1010,1111,110005,91002,Trienios de Pers. Eventual de Gabinete,"8187,96","286,58","8474,54","8351,72","8351,72","6250,15"
7,2022,1010,1111,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"31109,5","1088,83","32198,33","31731,69","31731,69","23746,92"
8,2022,1010,1111,120000,91002,Sueldos de Personal Funcionario,"1692600,36","59241,02","1751841,38","1726452,37","1726452,37","1292018,27"
9,2022,1010,1111,120005,91002,Trienios de Personal Funcionario,"747092,28","26148,23","773240,51","762034,13","762034,13","570280,45"
10,2022,1010,1111,120006,91002,Pagas extraordinarias de Personal Funcionario,"664053,72","23241,88","687295,6","677334,79","677334,79","506894,33"
11,2022,1010,1111,121000,91002,Complemento de destino de Personal Funcionario,"812027,52","28420,96","840448,48","828268,07","828268,07","619847,68"
12,2022,1010,1111,121001,91002,Complemento específico de Personal Funcionario,"958409,76","33544,35","991954,11","977577,96","977577,96","731586,12"
13,2022,1010,1111,122002,91002,Otras retribuciones en especie,118250,"4138,75","122388,75",120615,120615,"90264,16"
14,2022,1010,1111,130000,91002,Salario base de Personal Laboral Fijo,"120687,6","4224,06","124911,66","123101,35","123101,35","92124,86"
15,2022,1010,1111,130001,91002,Antigüedad de Personal Laboral Fijo,"33607,68","1176,27","34783,95","34279,83","34279,83","25653,86"
16,2022,1010,1111,130002,91002,Pagas extraordinarias de Personal Laboral Fijo,"39811,02","1393,39","41204,41","40607,24","40607,24","30389,08"
17,2022,1010,1111,130003,91002,Otras remuneraciones de Personal Laboral Fijo,"101093,28","3538,27","104631,55","103115,15","103115,15","77167,88"
18,2022,1010,1111,131000,91002,Salario base de Personal Laboral Eventual,"14498,76","507,46","15006,22","14788,74","14788,74","11067,39"
19,2022,1010,1111,131001,91002,Otras remuneraciones de Personal Laboral Eventual,"20816,66","728,58","21545,24","21232,99","21232,99","15890,05"
20,2022,1010,1111,150000,91002,Productividad fija de Funcionarios,"7910,72","276,87","8187,59","8068,93","8068,93","6038,52"
21,2022,1010,1111,151000,91002,Gratificaciones de Personal Funcionario,25000,875,25875,25500,25500,"19083,34"
22,2022,1010,1111,151001,91002,Gratificaciones de Personal no Funcionario,1000,35,1035,1020,1020,"763,34"
23,2022,1010,1111,160000,91002,Seguridad social,"1922852,32","67299,83","1990152,15","1961309,37","1961309,37","1467777,28"
24,2022,1010,1111,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,5000,175,5175,5100,5100,"3816,66"
25,2022,1010,1111,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,40000,1400,41400,40800,40800,"30533,34"
26,2022,1010,1111,162000,91002,Formación y perfeccionamiento de Personal Laboral,500,"17,5","517,5",510,510,"381,66"
27,2022,1010,1111,162009,91002,Otros gastos sociales de Personal Laboral,500,"17,5","517,5",510,510,"381,66"
28,2022,1010,1111,165000,91002,Fondo de Acción Social,10000,350,10350,10200,10200,"7633,34"
29,2022,1010,1111,165001,91002,Fondo de pensiones,"113915,8","3987,06","117902,86","116194,12","116194,12","86955,73"
30,2022,1010,1111,203000,91002,"Arrendamientos maquinaria, instalación y utillaje",1000,,1000,1000,1000,750
31,2022,1010,1111,204000,91002,Arrendamientos de material de transporte,20000,,20000,20000,20000,15000
32,2022,1010,1111,206000,91002,Arrendamientos de equipos procesos de información,"267232,67",,"267232,67","267232,67","267232,67","200424,51"
33,2022,1010,1111,212000,91002,Rep. y conservación edificios y otras construcc.,90000,,90000,90000,90000,67500
34,2022,1010,1111,213000,91002,"Rep. y conserv. maquinaria,instalaciones,utillaje",105000,,105000,105000,105000,78750
35,2022,1010,1111,214000,91002,Reparación y conservación material de transporte,6000,,6000,6000,6000,4500
36,2022,1010,1111,215000,91002,Reparación y conservación de mobiliario y enseres,8000,,8000,8000,8000,6000
37,2022,1010,1111,216000,91002,Rep. y conserv. equipos procesos de información,107250,,107250,107250,107250,"80437,5"
38,2022,1010,1111,220000,91002,Ordinario no inventariable,10000,,10000,10000,10000,7500
39,2022,1010,1111,220001,91002,Mobiliario y enseres,5000,,5000,5000,5000,3750
40,2022,1010,1111,220002,91002,"Prensa, revistas y publicaciones periódicas",128670,,128670,128670,128670,"96502,5"
41,2022,1010,1111,220003,91002,Libros y otras publicaciones,66900,,66900,66900,66900,50175
42,2022,1010,1111,220004,91002,Material informático,16500,,16500,16500,16500,12375
43,2022,1010,1111,221000,91002,Energía eléctrica,300000,,300000,300000,300000,225000
44,2022,1010,1111,221001,91002,Agua,3000,,3000,3000,3000,2250
45,2022,1010,1111,221003,91002,Combustibles,15000,,15000,15000,15000,11250
46,2022,1010,1111,221004,91002,Vestuario,18150,,18150,18150,18150,"13612,5"
47,2022,1010,1111,221006,91002,Productos farmacéuticos,5000,,5000,5000,5000,3750
48,2022,1010,1111,221009,91002,Otros suministros,40000,,40000,40000,40000,30000
49,2022,1010,1111,222000,91002,Telefónicas,"154093,21",,"154093,21","154093,21","154093,21","115569,9"
50,2022,1010,1111,222001,91002,Postales,6000,,6000,6000,6000,4500
51,2022,1010,1111,222002,91002,Telegráficas,100,,100,100,100,75
52,2022,1010,1111,222009,91002,Otras comunicaciones,2000,,2000,2000,2000,1500
53,2022,1010,1111,223000,91002,Transporte,3000,,3000,3000,3000,2250
54,2022,1010,1111,224001,91002,Primas de vehículos,3500,,3500,3500,3500,2625
55,2022,1010,1111,224002,91002,Primas de otro inmovilizado,16000,,16000,16000,16000,12000
56,2022,1010,1111,225000,91002,Tributos locales,12500,,12500,12500,12500,9375
57,2022,1010,1111,225001,91002,Tributos autonómicos,4000,,4000,4000,4000,3000
58,2022,1010,1111,226001,91002,Atenciones protocolarias y representativas,42000,,42000,42000,42000,31500
59,2022,1010,1111,226002,91002,Gastos de divulgación y promoción,90000,,90000,90000,90000,67500
60,2022,1010,1111,226005,91002,Reuniones y conferencias,37000,,37000,37000,37000,27750
61,2022,1010,1111,226009,91002,Otros gastos diversos,5000,,5000,5000,5000,3750
62,2022,1010,1111,227000,91002,Limpieza y aseo,500000,,500000,500000,500000,375000
63,2022,1010,1111,227001,91002,Seguridad,923000,,923000,923000,923000,692250
64,2022,1010,1111,227003,91002,Postales,500,,500,500,500,375
65,2022,1010,1111,227006,91002,Estudios y trabajos técnicos,"120659,05",,"120659,05","120659,05","120659,05","90494,28"
66,2022,1010,1111,227009,91002,Otros trabajos realizados por otras empresas,"741507,97",,"741507,97","741507,97","741507,97","556130,97"
67,2022,1010,1111,230000,91002,Dietas,"507210,54",,"507210,54","507210,54","507210,54","380407,9"
68,2022,1010,1111,231000,91002,Locomoción,"507210,54",,"507210,54","507210,54","507210,54","380407,9"
69,2022,1010,1111,239000,91002,Otras indemnizaciones,40000,,40000,40000,40000,30000
70,2022,1010,1111,250000,91002,Gastos en pruebas selectivas,5000,,5000,5000,5000,3750
71,2022,1010,1111,359000,91002,Otros gastos financieros,1200,,1200,1200,1200,900
72,2022,1010,1111,480001,91002,Fundación Seminario Investigación para la Paz,55000,,55000,55000,55000,41250
73,2022,1010,1111,480548,91002,Subvención GP POPULAR de las Cortes de Aragón,"812390,88",,"812390,88","812390,88","812390,88","609293,16"
74,2022,1010,1111,480549,91002,Subvención GP SOCIALISTA de las Cortes de Aragón,"1145428,32",,"1145428,32","1145428,32","1145428,32","859071,24"
75,2022,1010,1111,480551,91002,Subvención GP ARAGONÉS de las Cortes de Aragón,"271205,04",,"271205,04","271205,04","271205,04","203403,78"
76,2022,1010,1111,480552,91002,Subvención GP CIUDADANOS-PARTIDO CIUDADANÍA C.A.,"645872,16",,"645872,16","645872,16","645872,16","484404,12"
77,2022,1010,1111,480554,91002,Subv. Exparlamentarios de las Cortes de Aragón,"4973,4",,"4973,4","4973,4","4973,4","3730,05"
78,2022,1010,1111,480555,91002,Fundación Manuel Giménez Abad,180000,,180000,180000,180000,135000
79,2022,1010,1111,480556,91002,Becas de las Cortes de Aragón,41400,,41400,41400,41400,31050
80,2022,1010,1111,480682,91002,Subv. GP PODEMOS EQUO ARAGÓN de las Cortes Aragón,"354464,4",,"354464,4","354464,4","354464,4","265848,3"
81,2022,1010,1111,480683,91002,Subv. GP CHUNTA ARAGONESISTA de las Cortes Aragón,"271205,04",,"271205,04","271205,04","271205,04","203403,78"
82,2022,1010,1111,480684,91002,Subv. GP VOX EN ARAGÓN de las Cortes de Aragón,"271205,04",,"271205,04","271205,04","271205,04","203403,78"
83,2022,1010,1111,480685,91002,Subv. AP IU ARAGÓN (GPM) de las Cortes de Aragón,"187945,68",,"187945,68","187945,68","187945,68","140959,26"
84,2022,1010,1111,602000,91002,Edificios y otras construcciones,175000,,175000,175000,175000,131250
85,2022,1010,1111,603000,91002,"Maquinaria, instalación y utillaje",43000,,43000,43000,43000,32250
86,2022,1010,1111,605000,91002,Mobiliario y enseres,10000,,10000,10000,10000,7500
87,2022,1010,1111,606000,91002,Equipos para procesos de información,142000,,142000,142000,142000,106500
88,2022,1010,1111,608000,91002,Otro inmovilizado material,20000,,20000,20000,20000,15000
89,2022,1010,1111,609000,91002,Inmovilizado Inmaterial,50000,,50000,50000,50000,37500
90,2022,1010,1113,120000,91002,Sueldos de Personal Funcionario,"77429,16","2710,02","80139,18","78977,74","78977,74","59104,25"
91,2022,1010,1113,120005,91002,Trienios de Personal Funcionario,"33839,52","1184,38","35023,9","34516,31","34516,31","25830,84"
92,2022,1010,1113,120006,91002,Pagas extraordinarias de Personal Funcionario,"29350,02","1027,25","30377,27","29937,02","29937,02","22403,85"
93,2022,1010,1113,121000,91002,Complemento de destino de Personal Funcionario,"37454,28","1310,9","38765,18","38203,37","38203,37","28590,11"
94,2022,1010,1113,121001,91002,Complemento específico de Personal Funcionario,"37706,76","1319,74","39026,5","38460,9","38460,9","28782,83"
95,2022,1010,1113,160000,91002,Seguridad social,"50708,97","1774,81","52483,78","51723,15","51723,15","38707,84"
96,2022,1010,1113,212000,91002,Rep. y conservación edificios y otras construcc.,15000,,15000,15000,15000,11250
97,2022,1010,1113,213000,91002,"Rep. y conserv. maquinaria,instalaciones,utillaje",1500,,1500,1500,1500,1125
98,2022,1010,1113,220003,91002,Libros y otras publicaciones,15000,,15000,15000,15000,11250
99,2022,1010,1113,221009,91002,Otros suministros,25000,,25000,25000,25000,18750
100,2022,1010,1113,226002,91002,Gastos de divulgación y promoción,100000,,100000,100000,100000,75000
101,2022,1010,1113,227000,91002,Limpieza y aseo,68000,,68000,68000,68000,51000
102,2022,1010,1113,227001,91002,Seguridad,237000,,237000,237000,237000,177750
103,2022,1010,1113,227006,91002,Estudios y trabajos técnicos,45000,,45000,45000,45000,33750
104,2022,1010,1113,227009,91002,Otros trabajos realizados por otras empresas,469000,,469000,469000,469000,351750
105,2022,1010,1113,603000,91002,"Maquinaria, instalación y utillaje",10000,,10000,10000,10000,7500
106,2022,1010,1113,607000,91002,Bienes destinados para uso general,10500,,10500,10500,10500,7875
107,2022,1020,1112,100000,91002,Retribuciones básicas de Altos Cargos,"60395,72","2113,85","62509,57","61603,63","61603,63","30600,5"
