_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
1,2019,1010,1111,100000,91002,Retribuciones básicas de Altos Cargos,"2.642.145,66",,"2.642.145,66","2.642.145,66","2.642.145,66","1.981.609,24"
2,2019,1010,1111,100001,91002,Otras remuneraciones de Altos Cargos,"304.901,66",,"304.901,66","304.901,66","304.901,66","228.676,24"
3,2019,1010,1111,100005,91002,Trienios,"70.800,92",,"70.800,92","70.800,92","70.800,92","53.100,69"
4,2019,1010,1111,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"85.807,80",,"85.807,80","85.807,80","85.807,80","64.355,85"
5,2019,1010,1111,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"56.618,76",,"56.618,76","56.618,76","56.618,76","42.464,07"
6,2019,1010,1111,110005,91002,Trienios de Pers. Eventual de Gabinete,"10.469,04",,"10.469,04","10.469,04","10.469,04","7.851,78"
7,2019,1010,1111,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"25.482,60",,"25.482,60","25.482,60","25.482,60","19.111,95"
8,2019,1010,1111,120000,91002,Sueldos de Personal Funcionario,"1.548.272,40",,"1.548.272,40","1.548.272,40","1.548.272,40","1.161.204,30"
9,2019,1010,1111,120005,91002,Trienios de Personal Funcionario,"608.148,00",,"608.148,00","608.148,00","608.148,00","456.111,00"
10,2019,1010,1111,120006,91002,Pagas extraordinarias de Personal Funcionario,"578.737,78",,"578.737,78","578.737,78","578.737,78","434.053,33"
11,2019,1010,1111,121000,91002,Complemento de destino de Personal Funcionario,"700.479,72",,"700.479,72","700.479,72","700.479,72","525.359,79"
12,2019,1010,1111,121001,91002,Complemento específico de Personal Funcionario,"615.526,56",,"615.526,56","615.526,56","615.526,56","461.644,92"
13,2019,1010,1111,121009,91002,Otras retribuciones complementarias Funcionarios,"1.480,56",,"1.480,56","1.480,56","1.480,56","1.110,42"
14,2019,1010,1111,122002,91002,Otras retribuciones en especie,"90.000,00",,"90.000,00","90.000,00","90.000,00","67.500,00"
15,2019,1010,1111,130000,91002,Salario base de Personal Laboral Fijo,"98.002,80",,"98.002,80","98.002,80","98.002,80","73.502,10"
16,2019,1010,1111,130001,91002,Antigüedad de Personal Laboral Fijo,"24.245,28",,"24.245,28","24.245,28","24.245,28","18.183,96"
17,2019,1010,1111,130002,91002,Pagas extraordinarias de Personal Laboral Fijo,"30.094,68",,"30.094,68","30.094,68","30.094,68","22.571,01"
18,2019,1010,1111,130003,91002,Otras remuneraciones de Personal Laboral Fijo,"58.320,00",,"58.320,00","58.320,00","58.320,00","43.740,00"
19,2019,1010,1111,131000,91002,Salario base de Personal Laboral Eventual,"13.507,56",,"13.507,56","13.507,56","13.507,56","10.130,67"
20,2019,1010,1111,131001,91002,Otras remuneraciones de Personal Laboral Eventual,"15.185,44",,"15.185,44","15.185,44","15.185,44","11.389,08"
21,2019,1010,1111,150000,91002,Productividad fija de Funcionarios,"201.762,72",,"201.762,72","201.762,72","201.762,72","151.322,04"
22,2019,1010,1111,151000,91002,Gratificaciones de Personal Funcionario,"18.050,00",,"18.050,00","18.050,00","18.050,00","13.537,50"
23,2019,1010,1111,151001,91002,Gratificaciones de Personal no Funcionario,950,,950,950,950,"712,5"
24,2019,1010,1111,160000,91002,Seguridad social,"1.678.431,06",,"1.678.431,06","1.678.431,06","1.678.431,06","1.258.823,29"
25,2019,1010,1111,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"5.000,00",,"5.000,00","5.000,00","5.000,00","3.750,00"
26,2019,1010,1111,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,"16.320,00",,"16.320,00","16.320,00","16.320,00","12.240,00"
27,2019,1010,1111,162000,91002,Formación y perfeccionamiento de Personal Laboral,285,,285,285,285,"213,75"
28,2019,1010,1111,162009,91002,Otros gastos sociales de Personal Laboral,114,,114,114,114,"85,5"
29,2019,1010,1111,165000,91002,Fondo de Acción Social,"105.916,21",,"105.916,21","105.916,21","105.916,21","79.437,16"
30,2019,1010,1111,170000,91002,Fondo de Incremento Normativo,"144.075,84",,"144.075,84","144.075,84","144.075,84","108.056,88"
31,2019,1010,1111,203000,91002,"Arrendamientos maquinaria, instalación y utillaje","1.000,00",,"1.000,00","1.000,00","1.000,00",750
32,2019,1010,1111,204000,91002,Arrendamientos de material de transporte,"21.054,00",,"21.054,00","21.054,00","21.054,00","15.790,50"
33,2019,1010,1111,206000,91002,Arrendamientos de equipos procesos de información,"186.454,00",,"186.454,00","186.454,00","186.454,00","139.840,50"
34,2019,1010,1111,212000,91002,Rep. y conservación edificios y otras construcc.,"207.100,00",,"207.100,00","207.100,00","207.100,00","155.325,00"
35,2019,1010,1111,213000,91002,Rep. y conservación. Maquinaria y utillaje,"103.000,00",,"103.000,00","103.000,00","103.000,00","77.250,00"
36,2019,1010,1111,214000,91002,Reparación y conservación material de transporte,"3.000,00",,"3.000,00","3.000,00","3.000,00","2.250,00"
37,2019,1010,1111,215000,91002,Reparación y conservación de mobiliario y enseres,"10.000,00",,"10.000,00","10.000,00","10.000,00","7.500,00"
38,2019,1010,1111,216000,91002,Rep. y conserv. equipos procesos de información,"113.321,00",,"113.321,00","113.321,00","113.321,00","84.990,75"
39,2019,1010,1111,220000,91002,Ordinario no inventariable,"20.000,00",,"20.000,00","20.000,00","20.000,00","15.000,00"
40,2019,1010,1111,220001,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","5.000,00","5.000,00","3.750,00"
41,2019,1010,1111,220002,91002,"Prensa, revistas y publicaciones periódicas","112.460,00",,"112.460,00","112.460,00","112.460,00","84.345,00"
42,2019,1010,1111,220003,91002,Libros y otras publicaciones,"74.004,00",,"74.004,00","74.004,00","74.004,00","55.503,00"
43,2019,1010,1111,220004,91002,Material informático,"10.000,00",,"10.000,00","10.000,00","10.000,00","7.500,00"
