_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
1,2016,01010,1111,100000,91002,Retribuciones básicas de Altos Cargos,"2.684.202,85",,"2.684.202,85","2.684.202,85","2.684.202,85","2.684.202,85"
2,2016,01010,1111,100001,91002,Otras remuneraciones de Altos Cargos,"297.969,00",,"297.969,00","297.969,00","297.969,00","297.969,00"
3,2016,01010,1111,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"117.622,12",,"117.622,12","117.622,12","117.622,12","117.622,12"
4,2016,01010,1111,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"132.449,24",,"132.449,24","132.449,24","132.449,24","132.449,24"
5,2016,01010,1111,120000,91002,Sueldos de Personal Funcionario,"1.463.114,04",,"1.463.114,04","1.463.114,04","1.463.114,04","1.463.114,04"
6,2016,01010,1111,120005,91002,Trienios de Personal Funcionario,"632.347,74",,"632.347,74","632.347,74","632.347,74","632.347,74"
7,2016,01010,1111,120006,91002,Pagas extraordinarias de Personal Funcionario,"548.205,18",,"548.205,18","548.205,18","548.205,18","548.205,18"
8,2016,01010,1111,121000,91002,Complemento de destino de Personal Funcionario,"662.460,48",,"662.460,48","662.460,48","662.460,48","662.460,48"
9,2016,01010,1111,121001,91002,Complemento específico de Personal Funcionario,"594.051,96",,"594.051,96","594.051,96","594.051,96","445.538,97"
10,2016,01010,1111,122002,91002,Otras retribuciones en especie,"110.000,00",,"110.000,00","110.000,00","110.000,00","82.500,00"
11,2016,01010,1111,130000,91002,Salario base de Personal Laboral Fijo,"96.070,80",,"96.070,80","96.070,80","96.070,80","72.053,10"
12,2016,01010,1111,130001,91002,Antigüedad de Personal Laboral Fijo,"22.774,68",,"22.774,68","22.774,68","22.774,68","17.081,01"
13,2016,01010,1111,130002,91002,Pagas extraordinarias de Personal Laboral Fijo,"28.788,18",,"28.788,18","28.788,18","28.788,18","21.591,15"
14,2016,01010,1111,130003,91002,Otras remuneraciones de Personal Laboral Fijo,"56.025,60",,"56.025,60","56.025,60","56.025,60","42.019,20"
15,2016,01010,1111,131000,91002,Salario base de Personal Laboral Eventual,"13.241,28",,"13.241,28","13.241,28","13.241,28","9.930,96"
16,2016,01010,1111,131001,91002,Otras remuneraciones de Personal Laboral Eventual,"14.092,46",,"14.092,46","14.092,46","14.092,46","10.569,36"
17,2016,01010,1111,150000,91002,Productividad fija de Funcionarios,"227.056,92",,"227.056,92","227.056,92","227.056,92","170.292,69"
18,2016,01010,1111,151000,91002,Gratificaciones de Personal Funcionario,"18.050,00",,"18.050,00","18.050,00","18.050,00","13.537,50"
19,2016,01010,1111,151001,91002,Gratificaciones de Personal no Funcionario,"950,00",,"950,00","950,00","950,00","712,50"
20,2016,01010,1111,160000,91002,Seguridad social,"1.621.841,65",,"1.621.841,65","1.621.841,65","1.621.841,65","1.216.381,23"
21,2016,01010,1111,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"5.000,00",,"5.000,00","5.000,00","5.000,00","3.750,00"
22,2016,01010,1111,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,"16.320,00",,"16.320,00","16.320,00","16.320,00","12.240,00"
23,2016,01010,1111,162000,91002,Formación y perfeccionamiento de Personal Laboral,"285,00",,"285,00","285,00","285,00","213,75"
24,2016,01010,1111,162009,91002,Otros gastos sociales de Personal Laboral,"114,00",,"114,00","114,00","114,00","85,50"
25,2016,01010,1111,165000,91002,Fondo de Acción Social,"103.829,24",,"103.829,24","103.829,24","103.829,24","77.871,93"
