_id,EJERCICIO,GASTO/INGRESO,ORIGEN,FONDO,FINANCIACION,DESCRIPCION CORTA,DESCRIPCION LARGA
1,2013,G,1,,,UNIÓN EUROPEA,UNIÓN EUROPEA
2,2013,G,3,,,ADMINISTR. CENTRAL,ADMINISTRACIÓN CENTRAL
3,2013,G,5,,,OTRAS ADMIN PÚBLICAS,OTRAS ADMINISTRACIONES PÚBLICAS
4,2013,G,7,,,ENTES PRIVADOS,ENTES PRIVADOS
5,2013,G,9,,,RECURSOS PROPIOS,RECURSOS PROPIOS
6,2013,G,1,11,,FONDO SOCIAL EUROPEO,FONDO SOCIAL EUROPEO
7,2013,G,1,12,,FEAGA  - FEADER,FEAGA  - FEADER
8,2013,G,1,13,,FEOGA ORIENTACIÓN,FEOGA ORIENTACIÓN
9,2013,G,1,14,,F.E.D.E.R.,F.E.D.E.R.
10,2013,G,1,15,,IFOP - FEP,INSTR.FINANC. ORD. PESQUERA - FDO EUROPEO PESCA
11,2013,G,1,16,,FONDOS DE COHESIÓN,FONDOS DE COHESIÓN
12,2013,G,1,19,,OTR.AYUDAS EUROPEAS,OTRAS AYUDAS EUROPEAS
13,2013,G,3,31,,Mº JUSTICIA,Mº JUSTICIA
14,2013,G,3,32,,PLANES ESPECÍFICOS,PLANES ESPECÍFICOS
15,2013,G,3,33,,CONF SECT DE EMPLEO,C.S. DE EMPLEO
16,2013,G,3,34,,CONF SECT DE AGRIC.,C.S. DE AGRICULTURA
17,2013,G,3,35,,CONF SECT DE S.SOC.,C.S. DE SERV. SOCIALES
18,2013,G,3,36,,CONF SECT DE M.AMB.,C.S. DE MEDIO AMBIENTE
19,2013,G,3,39,,OTR SUBV. ADM.CENTR.,OTRAS SUBVENCIONES DE LA ADMINISTRACIÓN CENTRAL
20,2013,G,5,51,,DIPUTACIONES PROVINCIALES,DIPUTACIONES PROVINCIALES
21,2013,G,5,52,,ADMNES. COMARCALES,ADMINISTRACIONES COMARCALES
22,2013,G,5,53,,AYUNTAMIENTOS,AYUNTAMIENTOS
23,2013,G,5,55,,C.A. ARAGÓN,COMUNIDAD AUTÓNOMA DE ARAGÓN
24,2013,G,5,59,,ONU,ORGANIZACIÓN NACIONES UNIDAS
25,2013,G,7,71,,ENTES PRIV.FINAN.,ENTES PRIVADOS FINANCIEROS
26,2013,G,7,72,,ENTES PRIV.NO FINAN.,ENTES PRIVADOS NO FINANCIEROS
27,2013,G,9,91,,RECURSOS PROPIOS,RECURSOS PROPIOS
28,2013,G,1,11,11099,FSE P. OPERAT. ANTER 2007,FSE PROG. OPERATIVOS ANTERIORES 2007
29,2013,G,1,11,11101,PROG.OP. FSE 2007-2013,PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2007-2013
30,2013,G,1,12,12101,FEAGA GARANTÍA,FEAGA  GARANTÍA
31,2013,G,1,12,12102,FEADER,FEADER
32,2013,G,1,14,14099,FEDER P.OPERA. ANTER 2007,FEDER PROG. OPERATIVOS ANTERIORES 2007
33,2013,G,1,14,14101,PROG.OP. FEDER 2007-2013,PROGRAMA OPERATIVO FEDER 2007-2013
34,2013,G,1,14,14102,PROG. COOP. TRANSFRONTERI,PROGRAMA DE COOPERACIÓN TRANSFRONTERIZA
35,2013,G,1,14,14103,FEDER 2007-2013 PROY HITO,Programa Operativo FEDER 2007-2013 proyecto HITO
36,2013,G,1,14,14104,PROG. COOP. INTERREGIONAL,PROGRAMA DE COOPERACIÓN INTERRREGIONAL
37,2013,G,1,14,14105,PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA,PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA
38,2013,G,1,15,15101,FONDO EUROPEO DE PESCA,FONDO EUROPEO DE PESCA
39,2013,G,1,16,16001,FONDO DE COHESIÓN,FONDO DE COHESIÓN
40,2013,G,1,19,19001,U E  PUNTO INF EUROP,UNION EUROPEA  (PUNTO INFORMACIÓN EUROPEA)
41,2013,G,1,19,19002,CONV UE PRUEBAS COMP,CONVENIO UE PRUEBAS COMPARATIVAS
42,2013,G,1,19,19003,PROGRAMA LIFE,PROGRAMA LIFE
43,2013,G,1,19,19004,F. E. ADAPTACIÓN GLOBALIZ,FONDO EUROPEO DE ADAPTACIÓN A LA GLOBALIZACIÓN
44,2013,G,1,19,19090,OTROS PROGRAMAS UE,OTROS PROGRAMAS CON FINANCIACION UE
45,2013,G,3,31,31000,ADICIONAL INV. JUSTICIA,ADICIONAL INVERSIONES DE ADMON. DE JUSTICIA
46,2013,G,3,32,32100,PLAN MINER,PLAN MINER
47,2013,G,3,32,32200,FONDO ESP TERUEL,FONDO ESPECIAL TERUEL
48,2013,G,3,32,32300,Des. Sost. Medio Rural,Desarrollo Sostenible en el Medio Rural
49,2013,G,3,33,33002,C.S.EMPLEO- MOD. SPE,C.S.EMPLEO - MODERNIZACIÓN SERVICIO PÚBLICO EMPLEO
50,2013,G,3,33,33003,C.S.EMPLEO- M.TRABAJO E I,C.S.EMPLEO - M. TRABAJO E INMIGRACION
51,2013,G,3,33,33004,C.S.EMPLEO- F.P.  EMPLEO,C.S.EMPLEO - FORMACIÓN PROFESIONAL PARA EMPLEO
52,2013,G,3,33,33005,C.S.EMPLEO- FTO EMP. EETT,C.S.EMPLEO - FOMENTO EMPLEO Y ESCUELAS TALLER
53,2013,G,3,33,33006,C.S.EMPLEO- PLAN EXTR. B1,C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 1
54,2013,G,3,33,33007,C.S.EMPLEO- PLAN EXTR. B2,C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 2
55,2013,G,3,33,33008,C.S. EMPLEO-REDTRABAJA@,C.S. EMPLEO-REDTRABAJA@
56,2013,G,3,34,34001,CSA NAC COMPLEM PAC,C.S. AGRICULTURA - AYUDAS NACIONALES COMPLEM. PAC
57,2013,G,3,34,34002,CSA ABAND PR LECHERA,C.S. AGRICULTURA - PROG. ABANDONO PROD. LECHERA
58,2013,G,3,34,34003,CSA COMPET AGRARIA,C.S. AGRICULTURA - MEJORA COMPETITIVIDAD AGRARIA
59,2013,G,3,34,34004,CSA AGROAMBIENTALES,C.S. AGRICULTURA - MEDIDAS AGROAMBIENTALES
60,2013,G,3,34,34005,CSA AYU PER FRUT SEC,C.S. AGRICULTURA - AYUDA PERMANENTE FRUTOS SECOS
61,2013,G,3,34,34006,CSA PROGRAMA APICOLA,C.S. AGRICULTURA - PROGRAMA APICOLA
62,2013,G,3,34,34007,CSA INDUSTRIAS AGRO,C.S. AGRICULTURA - APOYO INDUSTRIAS AGROALIMENT.
63,2013,G,3,34,34008,CSA FIN ASOC AGRARIO,C.S. AGRICULTURA - FINANCIACION ASOCIAC. AGRARIO
