_id,EJERCICIO,GASTO/INGRESO,ORIGEN,FONDO,FINANCIACION,DESCRIPCION CORTA,DESCRIPCION LARGA
1,2019,G,1,,,UNIÓN EUROPEA,UNIÓN EUROPEA
2,2019,G,3,,,ADMINISTR. CENTRAL,ADMINISTRACIÓN CENTRAL
3,2019,G,5,,,OTRAS ADMINISTRACIONES PÚBLICAS,OTRAS ADMINISTRACIONES PÚBLICAS
4,2019,G,7,,,ENTES PRIVADOS,ENTES PRIVADOS
5,2019,G,9,,,RECURSOS PROPIOS,RECURSOS PROPIOS
6,2019,G,1,11,,FONDO SOCIAL EUROPEO,FONDO SOCIAL EUROPEO
7,2019,G,1,12,,FEAGA  - FEADER,FEAGA  - FEADER
8,2019,G,1,13,,FEOGA ORIENTACIÓN,FEOGA ORIENTACIÓN
9,2019,G,1,14,,F.E.D.E.R.,F.E.D.E.R.
10,2019,G,1,15,,IFOP - FEP,INSTR.FINANC. ORD. PESQUERA - FDO EUROPEO PESCA
11,2019,G,1,16,,FONDOS DE COHESIÓN,FONDOS DE COHESIÓN
12,2019,G,1,19,,OTRA FINANCIACIÓN EUROPEA,OTRA FINANCIACIÓN EUROPEA
13,2019,G,3,31,,Mº JUSTICIA,Mº JUSTICIA
14,2019,G,3,32,,PLANES ESPECÍFICOS,PLANES ESPECÍFICOS
15,2019,G,3,33,,CONF SECT DE EMPLEO,C.S. DE EMPLEO
16,2019,G,3,34,,CONF SECT DE AGRIC.,C.S. DE AGRICULTURA
17,2019,G,3,35,,CONF SECT DE S.SOC.,C.S. DE SERV. SOCIALES
18,2019,G,3,36,,CONF SECT DE M.AMB.,C.S. DE MEDIO AMBIENTE
19,2019,G,3,37,,PARTICIPACIÓN INGRESOS DEL ESTADO,PARTICIPACIÓN INGRESOS DEL ESTADO
20,2019,G,3,39,,OTR SUBV. ADM.CENTR.,OTRAS SUBVENCIONES DE LA ADMINISTRACIÓN CENTRAL
21,2019,G,5,51,,DIPUTACIONES PROVINCIALES,DIPUTACIONES PROVINCIALES
22,2019,G,5,52,,ADMNES. COMARCALES,ADMINISTRACIONES COMARCALES
23,2019,G,5,53,,AYUNTAMIENTOS,AYUNTAMIENTOS
24,2019,G,5,55,,C.A. ARAGÓN,COMUNIDAD AUTÓNOMA DE ARAGÓN
25,2019,G,5,58,,OTRAS ADMINISTRACIONES PÚBLICAS,OTRAS ADMINISTRACIONES PÚBLICAS
26,2019,G,5,59,,ONU,ORGANIZACIÓN NACIONES UNIDAS
27,2019,G,7,71,,ENTES PRIV.FINAN.,ENTES PRIVADOS FINANCIEROS
28,2019,G,7,72,,ENTES PRIV.NO FINAN.,ENTES PRIVADOS NO FINANCIEROS
29,2019,G,9,91,,RECURSOS PROPIOS,RECURSOS PROPIOS
30,2019,G,1,11,11099,FSE P. OPERAT. ANTER 2007,FSE PROG. OPERATIVOS ANTERIORES 2007
31,2019,G,1,11,11101,PROG.OP. FSE 2007-2013,PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2007-2013
32,2019,G,1,11,11201,PROG.OP. FSE 2014-2020,PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2014-2020
33,2019,G,1,12,12100,FONDOS ANTERIORES DE FEAGA GARANTÍA,FONDOS ANTERIORES DE FEAGA GARANTÍA
34,2019,G,1,12,12101,FEAGA GARANTÍA,FEAGA  GARANTÍA
35,2019,G,1,12,12102,FEADER 2007-2013,FEADER
36,2019,G,1,12,12202,FEADER 2014-2020,FEADER 2014-2020
37,2019,G,1,14,14099,FEDER P.OPERA. ANTER 2007,FEDER PROG. OPERATIVOS ANTERIORES 2007
38,2019,G,1,14,14101,PROG.OP. FEDER 2007-2013,PROGRAMA OPERATIVO FEDER 2007-2013
39,2019,G,1,14,14102,PROG. COOP. TRANSFRONTERI,PROGRAMA DE COOPERACIÓN TRANSFRONTERIZA
40,2019,G,1,14,14103,FEDER 2007-2013 PROY HITO,PROGRAMA OPERATIVO FEDER 2007-2013 PROYECTO HITO
41,2019,G,1,14,14104,PROG. COOP. INTERREGIONAL,PROGRAMA DE COOPERACIÓN INTERRREGIONAL
42,2019,G,1,14,14105,PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA,PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA
43,2019,G,1,14,14106,Programa Interreg Europe FEDER,Programa Interreg Europe FEDER
44,2019,G,1,14,14201,PROG.OP. FEDER 2014-2020,PROGRAMA OPERATIVO FEDER 2014-2020
45,2019,G,1,14,14202,POCTEFA 2014-2020,POCTEFA 2014-2020
46,2019,G,1,14,14203,POCTEFA - ECOGYP,POCTEFA - ECOGYP
47,2019,G,1,14,14204,POCTEFA - HABIOS,POCTEFA - HABIOS
48,2019,G,1,14,14205,INTERREG SUDOE Praderas,INTERREG SUDOE Praderas
49,2019,G,1,14,14206,POCTEFA - Ordesa,POCTEFA - Ordesa
50,2019,G,1,14,14207,INTERREG SUDOE 2014-2020,INTERREG SUDOE 2014-2020
51,2019,G,1,14,14208,INTERREG-EUROPE 2014-2020,INTERREG-EUROPE 2014-2020
52,2019,G,1,15,15101,FONDO EUROPEO DE PESCA,FONDO EUROPEO DE PESCA
53,2019,G,1,16,16001,FONDO DE COHESIÓN,FONDO DE COHESIÓN
54,2019,G,1,19,19001,U E  PUNTO INF EUROP,UNION EUROPEA  (PUNTO INFORMACIÓN EUROPEA)
55,2019,G,1,19,19002,CONV UE PRUEBAS COMP,CONVENIO UE PRUEBAS COMPARATIVAS
56,2019,G,1,19,19003,PROGRAMA LIFE,PROGRAMA LIFE
57,2019,G,1,19,19004,F. E. ADAPTACIÓN GLOBALIZ,FONDO EUROPEO DE ADAPTACIÓN A LA GLOBALIZACIÓN
58,2019,G,1,19,19005,CONVENIO BEI,CONVENIO BEI
59,2019,G,1,19,19006,PROYECTO EUROPEO GRIAL,PROYECTO EUROPEO GRIAL
60,2019,G,1,19,19007,PROGRAMA LIFE SURFING,PROGRAMA LIFE SURFING
61,2019,G,1,19,19090,OTROS PROGRAMAS UE,OTROS PROGRAMAS CON FINANCIACION UE
62,2019,G,3,31,31000,ADICIONAL INV. JUSTICIA,ADICIONAL INVERSIONES DE ADMON. DE JUSTICIA
63,2019,G,3,32,32100,PLAN MINER,PLAN MINER
64,2019,G,3,32,32200,FONDO ESP TERUEL,FONDO ESPECIAL TERUEL
65,2019,G,3,32,32300,DES. SOST. MEDIO RURAL,DESARROLLO SOSTENIBLE EN EL MEDIO RURAL
66,2019,G,3,33,33002,C.S.EMPLEO- MOD. SPE,C.S.EMPLEO - MODERNIZACIÓN SERVICIO PÚBLICO EMPLEO
67,2019,G,3,33,33003,C.S.EMPLEO - MINISTERIO EMPLEO Y SS,C.S.EMPLEO - MINISTERIO EMPLEO Y SS
68,2019,G,3,33,33004,C.S.EMPLEO- F.P.  EMPLEO,C.S.EMPLEO - FORMACIÓN PROFESIONAL PARA EMPLEO
69,2019,G,3,33,33005,C.S.EMPLEO- FOMENTO DE EMPLEO,C.S.EMPLEO - FOMENTO EMPLEO
70,2019,G,3,33,33006,C.S.EMPLEO- PLAN EXTR. B1,C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 1
71,2019,G,3,33,33007,C.S.EMPLEO- PLAN EXTR. B2,C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 2
72,2019,G,3,33,33008,C.S. EMPLEO-REDTRABAJA@,C.S. EMPLEO-REDTRABAJA@
73,2019,G,3,33,33009,C.S.EMPLEO- ACUERDO MARCO AGENCIAS COLOCACIÓN,C.S.EMPLEO- ACUERDO MARCO AGENCIAS COLOCACIÓN
74,2019,G,3,33,33010,CS EMPLEO - ren. instalaciones oficinas empleo,CS EMPLEO - renovaci instalaciones oficinas empleo
75,2019,G,3,34,34001,CSA NAC COMPLEM PAC,C.S. AGRICULTURA - AYUDAS NACIONALES COMPLEM. PAC
76,2019,G,3,34,34002,CSA ABAND PR LECHERA,C.S. AGRICULTURA - PROG. ABANDONO PROD. LECHERA
77,2019,G,3,34,34003,CSA COMPET AGRARIA,C.S. AGRICULTURA - MEJORA COMPETITIVIDAD AGRARIA
78,2019,G,3,34,34004,CSA AGROAMBIENTALES,C.S. AGRICULTURA - MEDIDAS AGROAMBIENTALES
79,2019,G,3,34,34005,CSA AYU PER FRUT SEC,C.S. AGRICULTURA - AYUDA PERMANENTE FRUTOS SECOS
80,2019,G,3,34,34006,CSA PROGRAMA APICOLA,C.S. AGRICULTURA - PROGRAMA APICOLA
81,2019,G,3,34,34007,CSA INDUSTRIAS AGRO,C.S. AGRICULTURA - APOYO INDUSTRIAS AGROALIMENT.
82,2019,G,3,34,34008,CSA FIN ASOC AGRARIO,C.S. AGRICULTURA - FINANCIACION ASOCIAC. AGRARIO
83,2019,G,3,34,34009,CSA AGRUP PROD AGRAR,C.S. AGRICULTURA - AGRUP. PRODUCTORES AGRARIOS
84,2019,G,3,34,34010,CSA IFOP,C.S. AGRICULTURA - FONDO PROGRAMA IFOP
85,2019,G,3,34,34011,CSA ASOC RAZAS AUTOC,C.S. AGRICULTURA - APOYO ASOC. RAZAS AUTÓCTONAS
86,2019,G,3,34,34012,CSA SANIDAD ANIMAL,C.S. AGRICULTURA - PROGRAMA SANIDAD ANIMAL
87,2019,G,3,34,34013,CSA ENF PORCINAS,C.S. AGRICULTURA - PROGRAMA ENFERMEDADES PORCINAS
88,2019,G,3,34,34014,CSA IDENTIF ANIMAL,C.S. AGRICULTURA - IDENTIFICACION ANIMAL
89,2019,G,3,34,34015,CSA SEM PLANT VIVER,C.S. AGRICULTURA - SEMILLAS Y PLANTAS DE VIVEROS
90,2019,G,3,34,34016,CSA CONV ID FRUTALES,C.S. AGRICULTURA - CONV. IDENTIFICACIÓN FRUTALES
91,2019,G,3,34,34017,CSA LUCH CONT AG NOC,C.S. AGRICULTURA - LUCHA CONTRA AGENTES NOCIVOS
92,2019,G,3,34,34018,CSA PREV PLAGAS,C.S. AGRICULTURA - PREVENCION DE PLAGAS
93,2019,G,3,34,34019,CSA PR CALIDAD CARNE,C.S. AGRICULTURA - PROGRAMA CALIDAD DE LA CARNE
94,2019,G,3,34,34020,CSA FOM GAN EXT  AUT,C.S. AGRICULTURA - FTO GANADERIA EXT. AUTÓCTONA
95,2019,G,3,34,34021,CSA ERRAD ENF ANIM,C.S. AGRICULTURA - INDEM. ERRAD. ENFERM. ANIMALES
96,2019,G,3,34,34022,CSA PROGR SANITARIOS,C.S. AGRICULTURA - PROGRAMAS SANITARIOS
97,2019,G,3,34,34023,CSA CONTROL LECHERO,C.S. AGRICULTURA - CONTROL OFICIAL LECHERO
98,2019,G,3,34,34024,CSA M CALIDAD LECHE,C.S. AGRICULTURA - PROG MEJORA CALIDAD DE LA LECHE
99,2019,G,3,34,34025,CSA APOYO ADS,C.S. AGRICULTURA - APOYO ADS
100,2019,G,3,34,34026,CSA APOYO ATRIAS,C.S. AGRICULTURA - APOYO ATRIAS. L. INTEGRADA
101,2019,G,3,34,34027,CSA PROGRAMAS PRODER,C.S. AGRICULTURA - PROGRAMAS PRODER
102,2019,G,3,34,34028,CSA ASIST GEST EXPLO,C.S. AGRICULTURA - ASIST. GESTIÓN EXPLOTACIONES
103,2019,G,3,34,34029,CSA DESASTRES NAT,C.S. AGRICULTURA - AYUDAS DESASTRES NATURALES
104,2019,G,3,34,34030,CSA FOREST TIER AGRA,C.S. AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
105,2019,G,3,34,34031,CSA CESE ANTICIPADO,C.S. AGRICULTURA - CESE ANTICIPADO
106,2019,G,3,34,34032,CSA ICB,C.S. AGRICULTURA - INDEM. COMPENSATORIA BÁSICA
107,2019,G,3,34,34033,CSA PROGRAMA LEADER,C.S. AGRICULTURA - PROGRAMA LEADER
108,2019,G,3,34,34034,CSA RENOV. TRACTORES,C.S. AGRICULTURA - RENOVACION DE TRACTORES
109,2019,G,3,34,34035,CSA TRAZ.STOR.HORT.,C.S. AGRICULTURA - TRAZABILIDAD SECTOR HORTOFRUT.
110,2019,G,3,34,34036,CSA C.RAZAS GAN.PUR,"C.S. AGRICULTURA - CONCURSOS,SUBASTAS RAZAS PURAS"
111,2019,G,3,34,34037,CSA RECONV.PLANT.FRUT.,C.S. AGRICULTURA - RECONV. PLANTACIONES FRUTÍCOLAS
112,2019,G,3,34,34038,CSA ORD. FTO SCTOR EQUINO,C.S. AGRICULTURA - ORDEN. Y FMTO DEL SECTOR EQUINO
113,2019,G,3,34,34039,CSA PERS. Y ANALITICA EET,C.S. AGRICULTURA - PERS Y ANAL. ENCEF ESPONG TRANS
